alpha0_multiplier,alpha0_value,term,z_score,log_odds_delta
0.25,2278.5,term,0.086622027835759,0.08052068802687629
0.25,2278.5,terms,1.3202795525037403,0.48702765434411877
0.25,2278.5,tertiary,-0.6847023842147384,-1.653320923167648
0.25,2278.5,test,0.04276650068053026,0.017623578156445774
0.25,2278.5,tested,0.7596720323278832,0.4251719144840358
0.25,2278.5,testing,0.6509639915985623,0.4473057960194282
0.25,2278.5,tests,0.35980539158244346,0.24143672531331895
0.25,2278.5,text,1.372908795134589,0.5075662782003683
0.25,2278.5,text mining,-0.45287815377634527,-1.6532847678020932
0.25,2278.5,text-based,-0.6629586218846464,-1.6533169058096906
0.25,2278.5,texts,-0.5312367017855538,-0.4498756202188936
0.25,2278.5,textual,0.086622027835759,0.08052068802687629
0.25,2278.5,thai,-0.4841482876385398,-1.653288784969817
0.25,2278.5,thailand,-0.4841482876385398,-1.653288784969817
0.25,2278.5,thematic,-1.4988530511018385,-0.8067026958646109
0.25,2278.5,thematic clusters,-0.5412968716761419,-1.6532968193765996
0.25,2278.5,thematic identify,-0.4192826787403691,-1.6532807506581477
0.25,2278.5,thematic qualitative,-0.4192826787403691,-1.6532807506581477
0.25,2278.5,thematic revealed,-0.5135180536861812,-1.6532928021613191
0.25,2278.5,thematically,0.4602635304337535,0.4472693330191557
0.25,2278.5,theme,-0.8209432831779993,-1.6533490453392208
0.25,2278.5,themes,-1.6241664346726312,-1.0785327322901814
0.25,2278.5,themes emerged,-0.4841482876385398,-1.653288784969817
0.25,2278.5,themes identified,-0.4192826787403691,-1.6532807506581477
0.25,2278.5,themes including,-0.45287815377634527,-1.6532847678020932
0.25,2278.5,themes subthemes,-0.382750038525471,-1.6532767335379805
0.25,2278.5,theoretical,-0.9558944878921751,-0.31493016461353474
0.25,2278.5,theoretical foundation,1.5568296932325993,1.1514714211673933
0.25,2278.5,theoretical foundations,-0.382750038525471,-1.6532767335379805
0.25,2278.5,theoretical frameworks,-0.8386020351777179,-1.653353062887426
0.25,2278.5,theoretical insights,-0.45287815377634527,-1.6532847678020932
0.25,2278.5,theoretical practical,-0.8728489138137467,-1.6533610980551927
0.25,2278.5,theoretical understanding,-0.5412968716761419,-1.6532968193765996
0.25,2278.5,theoretically,0.22845239869232978,0.2161218531247826
0.25,2278.5,theories,0.2189153927966173,0.14513155670258016
0.25,2278.5,theory,-0.2456277063438359,-0.07442185260799405
0.25,2278.5,theory acceptance,-0.7655279783074751,-1.6533369928372874
0.25,2278.5,theory explore,-0.382750038525471,-1.6532767335379805
0.25,2278.5,theory perspective,-0.5135180536861812,-1.6532928021613191
0.25,2278.5,theory planned,1.9068261417221954,1.151536014099884
0.25,2278.5,theory practice,2.538068753487139,1.6191281638876625
0.25,2278.5,theory sdt,-0.5135180536861812,-1.6532928021613191
0.25,2278.5,therapeutic,-0.6171778896839791,-1.653308871165116
0.25,2278.5,therapy,-0.6629586218846464,-1.6533169058096906
0.25,2278.5,thesis,-0.45287815377634527,-1.6532847678020932
0.25,2278.5,things,0.9779746768508669,1.0075270587686784
0.25,2278.5,think,2.0752090781626693,1.0767096737878266
0.25,2278.5,think critically,-0.382750038525471,-1.6532767335379805
0.25,2278.5,think-aloud,0.9779746768508669,1.0075270587686784
0.25,2278.5,thinking,-2.834095828220676,-0.7377321140678408
0.25,2278.5,thinking abilities,-0.4192826787403691,-1.6532807506581477
0.25,2278.5,thinking collaboration,-0.4192826787403691,-1.6532807506581477
0.25,2278.5,thinking creativity,-0.5929638954518005,-1.6533048538784971
0.25,2278.5,thinking ethical,-0.8558966978866538,-1.6533570804594184
0.25,2278.5,thinking problem-solving,-0.7461425639155154,-1.6533329753842079
0.25,2278.5,third-year,-0.5135180536861812,-1.6532928021613191
0.25,2278.5,thirty,-0.382750038525471,-1.6532767335379805
0.25,2278.5,thorough,0.2811040633132913,0.26760356181163303
0.25,2278.5,thoroughly,-0.4841482876385398,-1.653288784969817
0.25,2278.5,thought,-0.6404773208481723,-1.6533128884755133
0.25,2278.5,thoughtful,-0.6171778896839791,-1.653308871165116
0.25,2278.5,thoughtfully,1.2413052113518008,1.3232542707439237
0.25,2278.5,thoughts,0.9779746768508669,1.0075270587686784
0.25,2278.5,threat,-0.6404773208481723,-1.6533128884755133
0.25,2278.5,threats,-0.9683530459570631,-1.6533852041292771
0.25,2278.5,three-dimensional,1.404612935711137,1.535642158066322
0.25,2278.5,thrive,-0.6171778896839791,-1.653308871165116
0.25,2278.5,time,0.5663884822633838,0.2021665799104495
0.25,2278.5,time constraints,-0.45287815377634527,-1.6532847678020932
0.25,2278.5,time management,-0.4192826787403691,-1.6532807506581477
0.25,2278.5,timely,0.6833943516856901,0.6807705664210832
0.25,2278.5,times,-0.6404773208481723,-1.6533128884755133
0.25,2278.5,titled,-0.5135180536861812,-1.6532928021613191
0.25,2278.5,titles,-0.45287815377634527,-1.6532847678020932
0.25,2278.5,today,0.6869493167781304,0.38264446936597984
0.25,2278.5,tomorrow,-0.6171778896839791,-1.653308871165116
0.25,2278.5,took,-0.7655279783074751,-1.6533369928372874
0.25,2278.5,tool,-0.5685987986403281,-0.1367692454984768
0.25,2278.5,tool assessing,-0.382750038525471,-1.6532767335379805
0.25,2278.5,tool designed,-0.45287815377634527,-1.6532847678020932
0.25,2278.5,tool enhance,-0.4192826787403691,-1.6532807506581477
0.25,2278.5,tool enhancing,-0.4192826787403691,-1.6532807506581477
0.25,2278.5,tool support,0.9779746768508669,1.0075270587686784
0.25,2278.5,tool usage,-0.5412968716761419,-1.6532968193765996
0.25,2278.5,toolkit,-0.7655279783074751,-1.6533369928372874
0.25,2278.5,tools,-3.169327407251516,-0.48610205395609185
0.25,2278.5,tools academic,-0.9058025274173731,-1.653369133318085
0.25,2278.5,tools assessment,0.771657888395997,0.77628841732216
0.25,2278.5,tools assist,1.404612935711137,1.535642158066322
0.25,2278.5,tools chatgpt,-1.122547095685027,-1.653429400822306
0.25,2278.5,tools context,-0.4192826787403691,-1.6532807506581477
0.25,2278.5,tools critical,-0.4192826787403691,-1.6532807506581477
0.25,2278.5,tools different,-0.382750038525471,-1.6532767335379805
0.25,2278.5,tools effectively,-0.7844346564770699,-1.6533410103141506
0.25,2278.5,tools employed,-0.382750038525471,-1.6532767335379805
0.25,2278.5,tools enhance,-0.6629586218846464,-1.6533169058096906
0.25,2278.5,tools especially,-0.4841482876385398,-1.653288784969817
0.25,2278.5,tools foster,-0.5412968716761419,-1.6532968193765996
0.25,2278.5,tools higher,-0.7057767780105082,-1.6533249405493873
0.25,2278.5,tools including,-0.45287815377634527,-1.6532847678020932
0.25,2278.5,tools increasingly,-0.45287815377634527,-1.6532847678020932
0.25,2278.5,tools language,-0.382750038525471,-1.6532767335379805
0.25,2278.5,tools like,-1.0552536529894694,-1.653409311059601
0.25,2278.5,tools offer,-0.6404773208481723,-1.6533128884755133
0.25,2278.5,tools particularly,-0.5677183279594726,-1.65330083661566
0.25,2278.5,tools present,-0.45287815377634527,-1.6532847678020932
0.25,2278.5,tools presents,-0.382750038525471,-1.6532767335379805
0.25,2278.5,tools process,-0.382750038525471,-1.6532767335379805
0.25,2278.5,tools professional,-0.45287815377634527,-1.6532847678020932
0.25,2278.5,tools specific,-0.382750038525471,-1.6532767335379805
0.25,2278.5,tools support,-0.6629586218846464,-1.6533169058096906
0.25,2278.5,tools technologies,-0.5135180536861812,-1.6532928021613191
0.25,2278.5,tools various,-0.4192826787403691,-1.6532807506581477
0.25,2278.5,tools work,-0.382750038525471,-1.6532767335379805
0.25,2278.5,topic,1.154987120944549,0.4587793094767072
0.25,2278.5,topic modeling,-0.5677183279594726,-1.65330083661566
0.25,2278.5,topics,2.6541919672611316,0.8507922066183671
0.25,2278.5,total,0.2402039745335026,0.112116491421272
0.25,2278.5,total articles,-0.382750038525471,-1.6532767335379805
0.25,2278.5,total participants,-0.45287815377634527,-1.6532847678020932
0.25,2278.5,total respondents,-0.382750038525471,-1.6532767335379805
0.25,2278.5,touch,-0.45287815377634527,-1.6532847678020932
0.25,2278.5,tpack,0.1538553403020246,0.10141427920663482
0.25,2278.5,tpb,1.0913629011313133,0.7763409504092724
0.25,2278.5,trace,-0.382750038525471,-1.6532767335379805
0.25,2278.5,traces,-0.4841482876385398,-1.653288784969817
0.25,2278.5,track,0.9779746768508669,1.0075270587686784
0.25,2278.5,tracking,-0.45287815377634527,-1.6532847678020932
0.25,2278.5,trade-offs,1.404612935711137,1.535642158066322
0.25,2278.5,traditional,-1.095848516524669,-0.5259861251827536
0.25,2278.5,traditionally,-0.4841482876385398,-1.653288784969817
0.25,2278.5,train,0.2811040633132913,0.26760356181163303
0.25,2278.5,trained,1.984172247755673,1.2052310720149144
0.25,2278.5,training,0.7426158608168145,0.12471125571690767
0.25,2278.5,training curricula,-0.45287815377634527,-1.6532847678020932
0.25,2278.5,training curriculum,1.404612935711137,1.535642158066322
0.25,2278.5,training ethical,-0.382750038525471,-1.6532767335379805
0.25,2278.5,training initiatives,-0.4192826787403691,-1.6532807506581477
0.25,2278.5,training institutional,-0.5135180536861812,-1.6532928021613191
0.25,2278.5,training opportunities,-0.4192826787403691,-1.6532807506581477
0.25,2278.5,training program,3.413829957053966,1.9887492871469128
0.25,2278.5,training programmes,-0.5677183279594726,-1.65330083661566
0.25,2278.5,training programs,-1.186031540308729,-1.653449491179689
0.25,2278.5,training support,-0.4192826787403691,-1.6532807506581477
0.25,2278.5,traits,-0.7262400778140753,-1.6533289579549049
0.25,2278.5,trajectories,-0.5929638954518005,-1.6533048538784971
0.25,2278.5,trajectory,-0.4841482876385398,-1.653288784969817
0.25,2278.5,transcribed,-0.4192826787403691,-1.6532807506581477
0.25,2278.5,transcripts,-0.4841482876385398,-1.653288784969817
0.25,2278.5,transdisciplinary,0.5287732509761435,0.5177955230436204
0.25,2278.5,transfer,0.22845239869232978,0.2161218531247826
0.25,2278.5,transform,-1.2579947600373003,-1.6534736003935606
0.25,2278.5,transformation,-0.8938688967111843,-0.4382229140137417
0.25,2278.5,transformational,-0.382750038525471,-1.6532767335379805
0.25,2278.5,transformations,-0.6171778896839791,-1.653308871165116
0.25,2278.5,transformative,-2.090139959609879,-1.653855443778852
0.25,2278.5,transformative changes,-0.4192826787403691,-1.6532807506581477
0.25,2278.5,transformative force,-0.4841482876385398,-1.653288784969817
0.25,2278.5,transformative opportunities,-0.45287815377634527,-1.6532847678020932
0.25,2278.5,transformative technology,-0.4192826787403691,-1.6532807506581477
0.25,2278.5,transformed,-0.3571057008534984,-0.3114747231389199
0.25,2278.5,transformer,-0.5677183279594726,-1.65330083661566
0.25,2278.5,transformer chatgpt,-0.4841482876385398,-1.653288784969817
0.25,2278.5,transforming,-1.712105433657633,-1.6536584661562523
0.25,2278.5,transforming higher,-0.45287815377634527,-1.6532847678020932
0.25,2278.5,transforms,-0.5929638954518005,-1.6533048538784971
0.25,2278.5,transition,-0.9058025274173731,-1.653369133318085
0.25,2278.5,transitioning,-0.382750038525471,-1.6532767335379805
0.25,2278.5,translate,-0.5412968716761419,-1.6532968193765996
0.25,2278.5,translation,-1.3695645105447634,-1.6535137843198822
0.25,2278.5,translation tools,-0.382750038525471,-1.6532767335379805
0.25,2278.5,transnational,-0.7655279783074751,-1.6533369928372874
0.25,2278.5,transparency,1.295034934108515,0.418128084693814
0.25,2278.5,transparency accountability,-0.5412968716761419,-1.6532968193765996
0.25,2278.5,transparency ethical,-0.4192826787403691,-1.6532807506581477
0.25,2278.5,transparency fairness,-0.4841482876385398,-1.653288784969817
0.25,2278.5,transparent,-0.9683530459570631,-1.6533852041292771
0.25,2278.5,treatment,-1.0412736359165435,-1.6534052931784142
0.25,2278.5,treatment planning,-0.382750038525471,-1.6532767335379805
0.25,2278.5,tree,-0.5677183279594726,-1.65330083661566
0.25,2278.5,trend,1.336731576063276,0.7763934909605599
0.25,2278.5,trends,-1.3591493669166597,-0.9642441416040919
0.25,2278.5,trends future,-0.4192826787403691,-1.6532807506581477
0.25,2278.5,trial,-0.6171778896839791,-1.653308871165116
0.25,2278.5,triangulated,-0.45287815377634527,-1.6532847678020932
0.25,2278.5,triangulation,-0.5412968716761419,-1.6532968193765996
0.25,2278.5,trigger,1.2413052113518008,1.3232542707439237
0.25,2278.5,triggered,1.2413052113518008,1.3232542707439237
0.25,2278.5,true,0.771657888395997,0.77628841732216
0.25,2278.5,truly,-0.382750038525471,-1.6532767335379805
0.25,2278.5,trust,-1.3023014037294434,-0.4502360547312225
0.25,2278.5,trust reliance,-0.382750038525471,-1.6532767335379805
0.25,2278.5,trust technology,1.1007830879299016,1.1514068362642682
0.25,2278.5,trust transparency,3.3032149475865134,2.3832768199201677
0.25,2278.5,trusted,-0.4841482876385398,-1.653288784969817
0.25,2278.5,trustworthiness,3.221807002357357,1.585031734454473
0.25,2278.5,trustworthy,-0.8209432831779993,-1.6533490453392208
0.25,2278.5,trying,1.1007830879299016,1.1514068362642682
0.25,2278.5,turkey,-0.5677183279594726,-1.65330083661566
0.25,2278.5,turkish,-0.5929638954518005,-1.6533048538784971
0.25,2278.5,turn,0.4364925531102591,0.29477402201560743
0.25,2278.5,tutor,-0.5412968716761419,-1.6532968193765996
0.25,2278.5,tutorials,2.413751365410089,1.9885919736150939
0.25,2278.5,tutoring,-0.9531001225400643,-1.6533811863908028
0.25,2278.5,tutoring systems,-0.5412968716761419,-1.6532968193765996
0.25,2278.5,tutors,-0.7057767780105082,-1.6533249405493873
0.25,2278.5,twenty-first,-0.45287815377634527,-1.6532847678020932
0.25,2278.5,twenty-first century,-0.45287815377634527,-1.6532847678020932
0.25,2278.5,type,1.3670809625762996,0.6809161349818886
0.25,2278.5,types,1.3141650467046664,0.5792763228890205
0.25,2278.5,typical,-0.5412968716761419,-1.6532968193765996
0.25,2278.5,typically,1.2413052113518008,1.3232542707439237
0.25,2278.5,uae,-0.5929638954518005,-1.6533048538784971
0.25,2278.5,ubiquitous,1.6288519905256666,0.9645115245591445
0.25,2278.5,ubiquity,1.404612935711137,1.535642158066322
0.25,2278.5,ukraine,-0.6404773208481723,-1.6533128884755133
0.25,2278.5,ultimately,-0.0511048618646838,-0.033053211439352026
0.25,2278.5,umbrella,-0.5677183279594726,-1.65330083661566
0.25,2278.5,una,-0.4841482876385398,-1.653288784969817
0.25,2278.5,uncertain,0.8691735023356172,0.8841035101390702
0.25,2278.5,uncertainties,-0.45287815377634527,-1.6532847678020932
0.25,2278.5,uncertainty,-0.9531001225400643,-1.6533811863908028
0.25,2278.5,unclear,0.2811040633132913,0.26760356181163303
0.25,2278.5,uncover,-0.6847023842147384,-1.653320923167648
0.25,2278.5,uncovered,-0.45287815377634527,-1.6532847678020932
0.25,2278.5,uncovering,-0.4841482876385398,-1.653288784969817
0.25,2278.5,uncovers,-0.5412968716761419,-1.6532968193765996
0.25,2278.5,uncritical,-0.5412968716761419,-1.6532968193765996
0.25,2278.5,underdeveloped,-0.4192826787403691,-1.6532807506581477
0.25,2278.5,underexplored,-1.096125195121164,-1.6534213648458653
0.25,2278.5,undergoing,-0.5677183279594726,-1.65330083661566
0.25,2278.5,undergraduate,-0.164791011856918,-0.06706295743586743
0.25,2278.5,undergraduate graduate,-0.5677183279594726,-1.65330083661566
0.25,2278.5,undergraduate nursing,-0.5929638954518005,-1.6533048538784971
0.25,2278.5,undergraduate postgraduate,-0.382750038525471,-1.6532767335379805
0.25,2278.5,undergraduates,-0.9833695564289268,-1.6533892218915351
0.25,2278.5,underline,-0.382750038525471,-1.6532767335379805
0.25,2278.5,underlining,-0.382750038525471,-1.6532767335379805
0.25,2278.5,underlying,0.957626656950681,0.5428553020534448
0.25,2278.5,undermine,-0.7057767780105082,-1.6533249405493873
0.25,2278.5,underpinnings,1.2413052113518008,1.3232542707439237
0.25,2278.5,underrepresented,1.6288519905256666,0.9645115245591445
0.25,2278.5,underrepresented groups,3.4441244547726146,2.601312027467417
0.25,2278.5,underscore,-1.61515385240159,-1.653614254545265
0.25,2278.5,underscore importance,-0.8894782628515738,-1.6533651156747453
0.25,2278.5,underscore necessity,-0.4192826787403691,-1.6532807506581477
0.25,2278.5,underscore need,-0.9833695564289268,-1.6533892218915351
0.25,2278.5,underscored,-0.6629586218846464,-1.6533169058096906
0.25,2278.5,underscores,-1.712105433657633,-1.6536584661562523
0.25,2278.5,underscores importance,-0.9218379153192511,-1.6533731509852068
0.25,2278.5,underscores necessity,-0.4192826787403691,-1.6532807506581477
0.25,2278.5,underscores need,-0.802896419111638,-1.6533450278147956
0.25,2278.5,underscoring,-0.9981603239360699,-1.6533932396775768
0.25,2278.5,underscoring importance,-0.45287815377634527,-1.6532847678020932
0.25,2278.5,underscoring need,-0.6171778896839791,-1.653308871165116
0.25,2278.5,underserved,0.5287732509761435,0.5177955230436204
0.25,2278.5,underserved communities,0.8691735023356172,0.8841035101390702
0.25,2278.5,understand,4.4620062823156355,0.9529768640372085
0.25,2278.5,understand critically,-0.45287815377634527,-1.6532847678020932
0.25,2278.5,understand evaluate,2.580808616088494,2.205439984806672
0.25,2278.5,understandable,2.413751365410089,1.9885919736150939
0.25,2278.5,understanding,4.066147379693969,0.5005903866416013
0.25,2278.5,understanding ability,-0.382750038525471,-1.6532767335379805
0.25,2278.5,understanding algorithms,-0.382750038525471,-1.6532767335379805
0.25,2278.5,understanding application,-0.6171778896839791,-1.653308871165116
0.25,2278.5,understanding applications,-0.45287815377634527,-1.6532847678020932
0.25,2278.5,understanding applying,-0.4192826787403691,-1.6532807506581477
0.25,2278.5,understanding capabilities,-0.45287815377634527,-1.6532847678020932
0.25,2278.5,understanding children,-0.382750038525471,-1.6532767335379805
0.25,2278.5,understanding concepts,2.2019366937655978,1.1516006150633649
0.25,2278.5,understanding critical,-0.6404773208481723,-1.6533128884755133
0.25,2278.5,understanding digital,1.1007830879299016,1.1514068362642682
0.25,2278.5,understanding ethical,0.22845239869232978,0.2161218531247826
0.25,2278.5,understanding ethics,0.8691735023356172,0.8841035101390702
0.25,2278.5,understanding factors,-0.5412968716761419,-1.6532968193765996
0.25,2278.5,understanding genai,-0.6404773208481723,-1.6533128884755133
0.25,2278.5,understanding generative,0.6833943516856901,0.6807705664210832
0.25,2278.5,understanding limitations,-0.4192826787403691,-1.6532807506581477
0.25,2278.5,understanding machine,2.413751365410089,1.9885919736150939
0.25,2278.5,understanding perceptions,-0.45287815377634527,-1.6532847678020932
0.25,2278.5,understanding principles,-0.45287815377634527,-1.6532847678020932
0.25,2278.5,understanding systems,1.1007830879299016,1.1514068362642682
0.25,2278.5,understanding technologies,2.538068753487139,1.6191281638876625
0.25,2278.5,understanding technology,0.771657888395997,0.77628841732216
0.25,2278.5,understanding tools,-0.4841482876385398,-1.653288784969817
0.25,2278.5,understandings,4.737753000598919,2.138699820427986
0.25,2278.5,understood,0.1314912207214636,0.12292448439191617
0.25,2278.5,understudied,-0.45287815377634527,-1.6532847678020932
0.25,2278.5,undertaken,-0.5135180536861812,-1.6532928021613191
0.25,2278.5,underutilized,-0.382750038525471,-1.6532767335379805
0.25,2278.5,unequal,-0.382750038525471,-1.6532767335379805
0.25,2278.5,unesco,-0.27173192777549643,-0.2402246242029804
0.25,2278.5,unesco competency,-0.6404773208481723,-1.6533128884755133
0.25,2278.5,unethical,-0.4841482876385398,-1.653288784969817
0.25,2278.5,uneven,0.771657888395997,0.77628841732216
0.25,2278.5,unexpected,-0.4192826787403691,-1.6532807506581477
0.25,2278.5,unexplored,-0.5677183279594726,-1.65330083661566
0.25,2278.5,unfamiliar,-0.382750038525471,-1.6532767335379805
0.25,2278.5,unified,-0.9531001225400643,-1.6533811863908028
0.25,2278.5,unified theory,-0.7844346564770699,-1.6533410103141506
0.25,2278.5,union,-0.5677183279594726,-1.65330083661566
0.25,2278.5,unique,1.5410795161857531,0.6229585163367872
0.25,2278.5,unique challenges,-0.5135180536861812,-1.6532928021613191
0.25,2278.5,uniquely,-0.7461425639155154,-1.6533329753842079
0.25,2278.5,unit,-0.4192826787403691,-1.6532807506581477
0.25,2278.5,united,-0.29736327598920226,-0.1876266639639983
0.25,2278.5,united kingdom,-0.5135180536861812,-1.6532928021613191
0.25,2278.5,united states,0.1538553403020246,0.10141427920663482
0.25,2278.5,units,0.9779746768508669,1.0075270587686784
0.25,2278.5,universal,-0.5412968716761419,-1.6532968193765996
0.25,2278.5,universities,-1.6785013980952186,-0.877476630722624
0.25,2278.5,university,-1.4694395707037045,-0.3297702517714658
0.25,2278.5,university college,-0.4192826787403691,-1.6532807506581477
0.25,2278.5,university course,-0.4192826787403691,-1.6532807506581477
0.25,2278.5,university diverse,2.755128981498432,2.486090401400114
0.25,2278.5,university faculty,-0.5412968716761419,-1.6532968193765996
0.25,2278.5,university libraries,-0.9531001225400643,-1.6533811863908028
0.25,2278.5,university new,-0.382750038525471,-1.6532767335379805
0.25,2278.5,university participated,-0.382750038525471,-1.6532767335379805
0.25,2278.5,university united,-0.382750038525471,-1.6532767335379805
0.25,2278.5,unlike,0.8691735023356172,0.8841035101390702
0.25,2278.5,unlocking,1.404612935711137,1.535642158066322
0.25,2278.5,unpacking,-0.45287815377634527,-1.6532847678020932
0.25,2278.5,unplugged,-0.07366276582501892,-0.06703200421450362
0.25,2278.5,unprecedented,-0.6171778896839791,-1.653308871165116
0.25,2278.5,unprecedented opportunities,-0.4192826787403691,-1.6532807506581477
0.25,2278.5,unprepared,-0.45287815377634527,-1.6532847678020932
0.25,2278.5,unstructured,4.015892429635092,2.6645227603806676
0.25,2278.5,unveiling,-0.45287815377634527,-1.6532847678020932
0.25,2278.5,upcoming,3.8689849451134215,4.229902943070964
0.25,2278.5,update,1.8664736957156238,1.423350299614457
0.25,2278.5,updated,-0.5677183279594726,-1.65330083661566
0.25,2278.5,updates,-0.45287815377634527,-1.6532847678020932
0.25,2278.5,updating,-0.45287815377634527,-1.6532847678020932
0.25,2278.5,uphold,-0.5677183279594726,-1.65330083661566
0.25,2278.5,upholding,-0.5135180536861812,-1.6532928021613191
0.25,2278.5,upper,-0.03613253040283752,-0.033049494227741505
0.25,2278.5,upper secondary,-0.4192826787403691,-1.6532807506581477
0.25,2278.5,upskilling,0.3965431081853249,0.3825795731949899
0.25,2278.5,uptake,-0.4192826787403691,-1.6532807506581477
0.25,2278.5,urban,-0.1779225461599973,-0.15952357366185765
0.25,2278.5,urgency,-0.6847023842147384,-1.653320923167648
0.25,2278.5,urgent,2.9133787791846957,1.1517944661560993
0.25,2278.5,urgent need,1.7386806228169371,0.8842731845325424
0.25,2278.5,urging,-0.4192826787403691,-1.6532807506581477
0.25,2278.5,usa,-0.5412968716761419,-1.6532968193765996
0.25,2278.5,usability,0.2189153927966173,0.14513155670258016
0.25,2278.5,usage,-1.715725807857097,-0.6215374259669524
0.25,2278.5,usage attitudes,-0.382750038525471,-1.6532767335379805
0.25,2278.5,usage behavior,-0.4841482876385398,-1.653288784969817
0.25,2278.5,usage evaluation,-0.5677183279594726,-1.65330083661566
0.25,2278.5,usage frequency,-0.4841482876385398,-1.653288784969817
0.25,2278.5,usage generative,-0.382750038525471,-1.6532767335379805
0.25,2278.5,usage intention,-0.7655279783074751,-1.6533369928372874
0.25,2278.5,usage patterns,-0.6404773208481723,-1.6533128884755133
0.25,2278.5,usage tools,-0.5412968716761419,-1.6532968193765996
0.25,2278.5,useful,3.285206773179855,1.3236660048099562
0.25,2278.5,usefulness,-0.7514024535913367,-0.4499476601704906
0.25,2278.5,usefulness ease,-0.4192826787403691,-1.6532807506581477
0.25,2278.5,usefulness perceived,-0.5135180536861812,-1.6532928021613191
0.25,2278.5,user,1.7983451234223327,0.5317342375813947
0.25,2278.5,user engagement,-0.4841482876385398,-1.653288784969817
0.25,2278.5,user experience,0.3965431081853249,0.3825795731949899
0.25,2278.5,user needs,-0.382750038525471,-1.6532767335379805
0.25,2278.5,user satisfaction,-0.382750038525471,-1.6532767335379805
0.25,2278.5,user-centered,-0.4192826787403691,-1.6532807506581477
0.25,2278.5,user-friendly,-0.5677183279594726,-1.65330083661566
0.25,2278.5,users,-0.4089113065435881,-0.1302522897981797
0.25,2278.5,users perceptions,-0.382750038525471,-1.6532767335379805
0.25,2278.5,uses,-1.5312792162254778,-1.6535780835508547
0.25,2278.5,uses genai,-0.382750038525471,-1.6532767335379805
0.25,2278.5,ushered,-0.382750038525471,-1.6532767335379805
0.25,2278.5,utaut,-0.802896419111638,-1.6533450278147956
0.25,2278.5,utilisation,1.2413052113518008,1.3232542707439237
0.25,2278.5,utilise,-0.5412968716761419,-1.6532968193765996
0.25,2278.5,utilised,-0.45287815377634527,-1.6532847678020932
0.25,2278.5,utilising,-0.7057767780105082,-1.6533249405493873
0.25,2278.5,utility,-0.7262400778140753,-1.6533289579549049
0.25,2278.5,utilization,-1.1355277093565004,-1.6534334188462072
0.25,2278.5,utilize,-0.5081608961740331,-0.4320908328805668
0.25,2278.5,utilize tools,-0.5135180536861812,-1.6532928021613191
0.25,2278.5,utilized,0.4255862011664826,0.23293004088564828
0.25,2278.5,utilizes,1.383148194908361,1.0075876264711425
0.25,2278.5,utilizing,1.07460488085714,0.4252773388500035
0.25,2278.5,utilizing generative,-0.4192826787403691,-1.6532807506581477
0.25,2278.5,utilizing tools,-0.4192826787403691,-1.6532807506581477
0.25,2278.5,valid,-0.5081608961740331,-0.4320908328805668
0.25,2278.5,valid reliable,0.9779746768508669,1.0075270587686784
0.25,2278.5,valid responses,-0.5412968716761419,-1.6532968193765996
0.25,2278.5,validate,0.875449592962966,0.4936581838087193
0.25,2278.5,validated,-0.6511210692980858,-0.39474651143803374
0.25,2278.5,validated instruments,-0.382750038525471,-1.6532767335379805
0.25,2278.5,validated questionnaire,-0.45287815377634527,-1.6532847678020932
0.25,2278.5,validated scale,-0.4192826787403691,-1.6532807506581477
0.25,2278.5,validates,-0.6171778896839791,-1.653308871165116
0.25,2278.5,validating,-0.07366276582501892,-0.06703200421450362
0.25,2278.5,validation,-1.1146410018179231,-0.8378880429753739
0.25,2278.5,validity,-0.23045196855688843,-0.12006927086029417
0.25,2278.5,validity reliability,0.22845239869232978,0.2161218531247826
0.25,2278.5,valuable,-1.0025559417986603,-0.5808378808334371
0.25,2278.5,valuable insights,-1.1483617288612695,-1.653437436893899
0.25,2278.5,valuable resource,-0.382750038525471,-1.6532767335379805
0.25,2278.5,valuable tool,-0.45287815377634527,-1.6532847678020932
0.25,2278.5,value,-1.4585536235777055,-0.790026614467866
0.25,2278.5,value contributes,-0.45287815377634527,-1.6532847678020932
0.25,2278.5,valued,-0.5412968716761419,-1.6532968193765996
0.25,2278.5,values,2.617402181916977,0.7954275781655298
0.25,2278.5,variability,-0.6404773208481723,-1.6533128884755133
0.25,2278.5,variable,-0.4841482876385398,-1.653288784969817
0.25,2278.5,variables,-1.2666946207857692,-0.9189263950646858
0.25,2278.5,variance,-0.9375992483051325,-1.6533771686761138
0.25,2278.5,variation,0.6833943516856901,0.6807705664210832
0.25,2278.5,variations,-0.8558966978866538,-1.6533570804594184
0.25,2278.5,varied,0.957626656950681,0.5428553020534448
0.25,2278.5,varies,-0.6629586218846464,-1.6533169058096906
0.25,2278.5,variety,1.336731576063276,0.7763934909605599
0.25,2278.5,various,-0.38077522262945684,-0.10885985003362553
0.25,2278.5,various academic,-0.4841482876385398,-1.653288784969817
0.25,2278.5,various aspects,-0.6847023842147384,-1.653320923167648
0.25,2278.5,various disciplines,-0.6171778896839791,-1.653308871165116
0.25,2278.5,various domains,0.8691735023356172,0.8841035101390702
0.25,2278.5,various fields,-0.6404773208481723,-1.6533128884755133
0.25,2278.5,various industries,1.404612935711137,1.535642158066322
0.25,2278.5,various sectors,-0.7844346564770699,-1.6533410103141506
0.25,2278.5,various stakeholders,-0.382750038525471,-1.6532767335379805
0.25,2278.5,various tools,-0.45287815377634527,-1.6532847678020932
